,angry,sad,disgust,contempt,fear,neutral,surprise,happy,reason
MSP-PODCAST_3205_1369.wav,0.2,0,0,0,0,0.7,0,0.1,Concern suggests a higher degree of neutrality with a slight possibility of positive outcomes.
MSP-PODCAST_3205_1381.wav,0,0,0,0.15,0,0.35,0.2,0.3,"Concern suggests neutrality and contemplation, with room for surprise and positive outcomes."
MSP-PODCAST_3205_1692.wav,0.7,0.2,0,0,0,0.1,0,0,"Disappointment strongly suggests sadness and anger, with little room for neutrality."
MSP-PODCAST_3205_1740.wav,0.2,0.3,0,0.2,0,0.2,0,0.1,"Confusion and concern suggest a mix of sadness, contemplation, and a bit of anger."
MSP-PODCAST_3205_1850.wav,0,0,0,0,0,0.7,0,0.3,Concern primarily suggests neutrality with a possibility of positive outcomes.
MSP-PODCAST_3206_0268.wav,0.15,0,0,0,0,0.35,0.15,0.35,Concern suggests neutrality but allows for a balanced possibility of surprise and happiness.
MSP-PODCAST_3207_0187.wav,0.2,0.4,0,0,0,0.3,0,0.1,"Concern and sadness are more prominent, suggesting a higher degree of sadness."
MSP-PODCAST_3207_0518.wav,0,0,0,0,0,0,0,1,"Amusement is directly related to happiness, with no need for adjustments."
MSP-PODCAST_3207_0540.wav,0,0,0,0,0,0.5,0.1,0.4,"Interest suggests a positive engagement, leaning more towards happiness and curiosity."
MSP-PODCAST_3207_0658.wav,0,0.1,0,0,0,0.1,0,0.8,"Gratefulness is closely associated with happiness, with minimal sadness for balance."
MSP-PODCAST_3207_0732.wav,0.1,0,0,0,0,0.5,0,0.4,"Gratefulness suggests happiness and a positive state, with neutrality for contemplation."
MSP-PODCAST_3207_0769.wav,0.1,0,0.2,0,0,0.6,0,0.1,"Frustration and annoyance suggest a mix of anger and disgust, with a dominance of neutrality."
MSP-PODCAST_3208_0633.wav,0,0,0,0.15,0,0.55,0.15,0.15,Concern suggests neutrality with a balanced possibility of positive and negative outcomes.
MSP-PODCAST_3208_0649.wav,0,0.2,0,0,0,0.1,0,0.7,"Amusement suggests happiness, with concern introducing a slight negative emotion for balance."
MSP-PODCAST_3208_0760.wav,0,0.1,0,0,0,0.5,0,0.4,"Pride is closely related to happiness, with a bit of sadness for balance."
MSP-PODCAST_3209_0093.wav,0,0.2,0,0,0,0.6,0,0.2,Concern suggests a higher degree of neutrality with a slight possibility of positive outcomes.
MSP-PODCAST_3210_0019.wav,0,0,0,0,0,0.5,0.2,0.3,Concern suggests neutrality but allows for a balanced possibility of surprise and happiness.
MSP-PODCAST_3210_0282.wav,0.6,0,0,0.2,0,0.1,0,0.1,"Annoyance suggests anger, with concern adding a bit of contempt for balance."
MSP-PODCAST_3210_0300.wav,0.9,0.1,0,0,0,0,0,0,"Disappointment strongly suggests anger, with minimal sadness for balance."
MSP-PODCAST_3211_0013.wav,0.15,0,0.15,0,0,0.6,0,0.1,Concern suggests neutrality with a slight possibility of disgust and negative outcomes.
MSP-PODCAST_3211_0081.wav,0.2,0.6,0,0,0,0.2,0,0,"Disappointment suggests a higher degree of sadness, with little room for other emotions."
MSP-PODCAST_3212_0096.wav,0,0.2,0,0,0,0.6,0,0.2,Concern suggests a higher degree of neutrality with a slight possibility of positive outcomes.
MSP-PODCAST_3212_0104.wav,0,0.5,0,0,0,0.25,0,0.25,"Increased sadness due to the nature of disappointment, decreased happiness."
MSP-PODCAST_3212_0131.wav,0.8,0,0.1,0,0.1,0,0,0,"Increased anger to reflect frustration, added a bit of disgust and fear."
MSP-PODCAST_3212_0133.wav,0.1,0.1,0,0,0.1,0.6,0,0.1,"Increased neutrality for concern, slight increase in fear, sadness, and anger."
MSP-PODCAST_3212_0256.wav,0.1,0.4,0.1,0.1,0.1,0.2,0,0,"Increased sadness due to repeated concern, slight adjustments for other emotions."
MSP-PODCAST_3212_0268.wav,0,0.5,0,0,0,0.25,0,0.25,"Increased sadness due to disappointment, decreased happiness."
MSP-PODCAST_3212_0338.wav,0,0.333333333,0,0,0.333333333,0.333333333,0,0,"Increased fear due to concern, balanced with sadness and neutrality."
MSP-PODCAST_3213_0002.wav,0.1,0,0,0.1,0,0.3,0,0.5,"Increased happiness for pride, decreased anger, and increased neutrality."
MSP-PODCAST_3213_0098.wav,0.2,0.1,0,0.1,0.1,0.2,0.1,0.2,"Increased anger and fear due to concern, adjusted surprise and sadness."
MSP-PODCAST_3213_0151.wav,0,0,0,0.6,0,0.4,0,0,"Increased contempt due to repeated concern, decreased neutrality."
MSP-PODCAST_3213_0166.wav,0.6,0,0,0,0,0.4,0,0,"Increased anger due to distress, decreased neutrality."
MSP-PODCAST_3213_0242.wav,0.1,0,0,0,0,0.7,0,0.2,"Increased neutrality for concern, added happiness for amusement."
MSP-PODCAST_3213_0404.wav,0.5,0,0,0.1,0,0.2,0,0.2,"Increased anger to reflect determination, decreased neutrality."
MSP-PODCAST_3213_0453.wav,0.1,0.333333333,0,0.1,0.1,0.366666667,0,0,"Increased sadness and neutrality for concern, slight adjustments for other emotions."
MSP-PODCAST_3213_0458.wav,0.2,0,0,0.2,0,0.2,0,0.4,"Increased happiness and anger for mixed emotions, decreased neutrality."
MSP-PODCAST_3213_0476.wav,0.1,0.35,0,0,0.1,0.45,0,0,"Increased sadness and neutrality for concern, slight increase in fear."
MSP-PODCAST_3213_0690.wav,0,0.4,0,0,0,0.4,0,0.2,"Increased sadness due to concern, decreased happiness."
MSP-PODCAST_3213_0705.wav,0.6,0.2,0,0.1,0,0.1,0,0,"Increased anger and sadness for annoyance, decreased neutrality."
MSP-PODCAST_3213_0725.wav,0.2,0.35,0,0,0.1,0.25,0,0.1,"Increased sadness and fear due to concern, adjusted neutrality and happiness."
MSP-PODCAST_3213_0809.wav,0,0.5,0,0,0,0.2,0,0.3,"Increased sadness due to concern, decreased neutrality, increased happiness."
MSP-PODCAST_3214_0112.wav,0.3,0.2,0,0.1,0.1,0.3,0,0,"Increased anger due to concern, adjusted sadness and neutrality."
MSP-PODCAST_3214_0492.wav,0.1,0.333333333,0,0.2,0.1,0.366666667,0,0,"Increased sadness and neutrality for concern, slight adjustments for other emotions."
MSP-PODCAST_3214_0745.wav,0.4,0.2,0,0,0.1,0.2,0,0.1,"Increased anger to reflect frustration, adjusted sadness and fear."
MSP-PODCAST_3214_0811.wav,0,0.8,0,0,0,0.2,0,0,"Increased sadness due to the nature of disappointment, decreased neutrality."
MSP-PODCAST_3214_0936.wav,0.1,0,0,0,0,0.8,0,0.1,"Increased neutrality for concern, slight increase in anger for emphasis."
MSP-PODCAST_3214_1074.wav,0,0,0,0,0,0.4,0,0.6,"Increased happiness due to lack of negative emotions, decreased neutrality."
MSP-PODCAST_3214_1186.wav,0.8,0,0,0.2,0,0,0,0,"Increased anger due to strong concern, added contempt for emphasis."
MSP-PODCAST_3214_1333.wav,0.6,0,0,0,0,0.4,0,0,"Increased anger for emphasis on concern, decreased neutrality."
MSP-PODCAST_3214_1356.wav,0,0,0,0.2,0,0.2,0,0.6,"Increased happiness due to lack of negative emotions, decreased neutrality."
MSP-PODCAST_3214_1480.wav,0,0,0,0.2,0,0.2,0,0.6,"Increased happiness due to lack of negative emotions, decreased neutrality."
MSP-PODCAST_3214_1602.wav,0,0,0,0.1,0,0.15,0,0.75,"Increased happiness for detached state, slight decrease in neutrality."
MSP-PODCAST_3214_1664.wav,0.55,0,0,0.2,0,0.2,0,0.05,Increased anger due to annoyance; slightly increased happiness for potential resolution.
MSP-PODCAST_3214_1693.wav,0,0,0,0,0,0.1,0.1,0.8,Maintained high happiness for pride; added neutral and surprise for varied expressions of pride.
MSP-PODCAST_3214_2028.wav,0,0,0,0,0,0.4,0.1,0.5,Increased happiness for positive aspect of concern; added surprise for unexpected outcomes.
MSP-PODCAST_3214_2039.wav,0.2,0.3,0,0.2,0,0.3,0,0,Increased sadness due to disappointment; adjusted neutral for contemplation.
MSP-PODCAST_3214_2118.wav,0.2,0,0,0,0,0.55,0,0.25,Increased neutral for calm concern; maintained happiness for positive outlook.
MSP-PODCAST_3215_0336.wav,0,0.2,0,0,0.2,0.3,0,0.3,Increased sadness and fear due to concern; adjusted happiness for hopeful outcome.
MSP-PODCAST_3215_0394.wav,0,0,0,0.3,0,0.7,0,0,Increased neutral for calmness in concern; maintained contempt for critical view.
MSP-PODCAST_3215_0624.wav,0,0,0,0.4,0,0.6,0,0,Increased contempt for annoyance; increased neutral for calmness.
MSP-PODCAST_3215_1229.wav,0,0.4,0,0.2,0,0.4,0,0,Increased sadness due to concern; adjusted neutral for contemplation.
MSP-PODCAST_3215_1454.wav,0.8,0,0,0,0,0.1,0,0.1,Increased anger due to annoyance; added happiness for amusement aspect.
MSP-PODCAST_3215_1486.wav,0,0,0,0,0,0.5,0,0.5,Increased neutral for calm gratitude; maintained happiness for positive emotion.
MSP-PODCAST_3215_1517.wav,0.2,0.2,0,0,0,0.6,0,0,Increased neutral for confusion; maintained anger and sadness for frustration and uncertainty.
MSP-PODCAST_3215_1545.wav,0.1,0.2,0,0.2,0,0.5,0,0,Decreased anger due to potential for resolution; increased neutral for calmness.
MSP-PODCAST_3216_0454.wav,0.4,0.2,0,0,0,0.2,0,0.2,Increased anger due to concern; added happiness for hopeful aspect.
MSP-PODCAST_3217_0013.wav,0.2,0.2,0.2,0.2,0,0.2,0,0,Adjusted for a more balanced distribution reflecting a mix of annoyance and contemplation.
MSP-PODCAST_3217_0021.wav,0,0,0,0,0,0.2,0,0.8,Increased happiness for curiosity; decreased neutral for clear positive emotion.
MSP-PODCAST_3217_0237.wav,0.2,0,0.2,0.2,0,0.4,0,0,Increased neutral for curiosity; adjusted anger and disgust for potential negative outcomes.
MSP-PODCAST_3217_0313.wav,0.4,0.2,0,0.2,0,0.2,0,0,Increased anger due to concern; decreased neutral for stronger emotional expression.
MSP-PODCAST_3217_0514.wav,0.6,0,0,0,0,0.4,0,0,Increased anger for stronger concern; increased neutral for calmness.
MSP-PODCAST_3217_0525.wav,0.2,0.3,0,0,0,0.5,0,0,Increased sadness due to disappointment; increased neutral for contemplation.
MSP-PODCAST_3217_0593.wav,0,0,0,0.3,0,0.4,0,0.3,Increased neutral for calm concern; adjusted happiness for positive outlook.
MSP-PODCAST_3217_0595.wav,0.4,0,0,0.2,0,0.1,0,0.3,Increased anger due to frustration; decreased neutral for stronger emotional expression.
MSP-PODCAST_3217_0615.wav,0,0,0,0.3,0,0.5,0,0.2,Increased neutral for calmness in concern; adjusted happiness for positive aspect.
MSP-PODCAST_3217_0616.wav,0.8,0,0,0.2,0,0,0,0,Increased anger for strong annoyance; decreased neutral for clear negative emotion.
MSP-PODCAST_3217_0648.wav,0.2,0,0,0,0.2,0.3,0.3,0,Increased fear and surprise due to concern; decreased anger for less aggression.
MSP-PODCAST_3217_0668.wav,0.2,0.3,0,0,0,0.5,0,0,Increased sadness due to concern; increased neutral for contemplation.
MSP-PODCAST_3217_0672.wav,0.8,0,0,0,0,0.2,0,0,Increased anger for strong disappointment; decreased neutral for clear negative emotion.
MSP-PODCAST_3217_0744.wav,0.6,0,0,0.4,0,0,0,0,Increased anger and contempt for strong annoyance; decreased neutral for clear negative emotion.
MSP-PODCAST_3217_0746.wav,0.5,0.2,0,0.2,0,0.1,0,0,Increased anger due to concern; decreased neutral for stronger emotional expression.
MSP-PODCAST_3217_0785.wav,0.6,0.2,0,0,0,0.2,0,0,Increased anger for strong disappointment; increased neutral for contemplation.
MSP-PODCAST_3217_0794.wav,0,0.4,0,0.2,0,0.3,0,0.1,Increased sadness due to the combination of concern and disappointment.
MSP-PODCAST_3217_0949.wav,0,0.3,0,0,0.2,0.2,0.15,0.15,Increased sadness and decreased surprise and happiness due to concern.
MSP-PODCAST_3217_1015.wav,0,0.3,0,0.2,0,0.3,0,0.2,Increased sadness and decreased happiness due to concern.
MSP-PODCAST_3217_1049.wav,0,0.8,0.2,0,0,0,0,0,Increased sadness due to concern.
MSP-PODCAST_3217_1223.wav,0.7,0,0,0,0,0,0.3,0,Increased anger due to confusion.
MSP-PODCAST_3217_1235.wav,0.1,0.1,0,0.1,0,0.5,0,0.2,Increased neutrality and happiness due to curiosity.
MSP-PODCAST_3217_1257.wav,0,0.2,0,0,0,0.7,0,0.1,Increased neutrality due to a mix of concern and confusion.
MSP-PODCAST_3217_1259.wav,0,0.6,0,0.2,0,0,0,0.2,Increased sadness due to concern.
MSP-PODCAST_3217_1676.wav,0,0,0,0.2,0,0,0,0.8,Increased happiness due to pride.
MSP-PODCAST_3217_1910.wav,0,0,0,0,0,0.2,0.2,0.6,Increased happiness due to frustration potentially leading to resolution.
MSP-PODCAST_3217_1967.wav,0,0,0,0,0,0.1,0,0.9,Increased happiness due to gratitude.
MSP-PODCAST_3217_1981.wav,0,0,0,0,0,0,0,1,Maintained happiness due to gratitude.
MSP-PODCAST_3217_2001.wav,0,0,0,0,0,0.2,0,0.8,Increased happiness due to excitement.
MSP-PODCAST_3217_2085.wav,0,0.3,0,0,0,0.4,0.2,0.1,Increased sadness and neutrality due to concern.
MSP-PODCAST_3217_2146.wav,0,0,0,0,0,0.2,0,0.8,Increased happiness due to excitement.
MSP-PODCAST_3218_0036.wav,0.2,0,0,0,0,0.3,0,0.5,Increased happiness due to concern potentially leading to positive action.
MSP-PODCAST_3218_0133.wav,0,0.3,0.2,0,0,0.4,0,0.1,Increased sadness and neutrality due to disappointment.
MSP-PODCAST_3218_0591.wav,0.4,0,0,0,0,0.6,0,0,Maintained high neutrality due to worry.
MSP-PODCAST_3218_1088.wav,0.2,0.3,0,0,0,0.4,0,0.1,Increased sadness due to concern.
MSP-PODCAST_3218_1149.wav,0.3,0,0.2,0,0,0.4,0,0.1,Increased anger due to concern.
MSP-PODCAST_3219_0180.wav,0,0,0,0,0,1,0,0,Maintained neutrality due to a mix of concern and interest.
MSP-PODCAST_3219_0270.wav,0,0.6,0,0,0,0.4,0,0,Increased sadness due to repeated concern.
MSP-PODCAST_3219_0292.wav,0,0,0,0,0,0.2,0,0.8,Increased happiness due to excitement.
MSP-PODCAST_3219_1152.wav,0.5,0.3,0,0,0,0.2,0,0,Increased anger due to disappointment.
MSP-PODCAST_3219_1320.wav,0,0,0,0.7,0,0,0,0.3,Increased contempt due to annoyance.
MSP-PODCAST_3219_1373.wav,0,0,0,0.2,0,0,0.2,0.6,Increased happiness due to frustration potentially leading to resolution.
MSP-PODCAST_3219_1528.wav,0,0.3,0,0,0,0.2,0,0.5,Increased happiness and sadness due to excitement with a hint of concern.
MSP-PODCAST_3221_0022.wav,0.3,0,0,0.2,0,0,0,0.5,Increased happiness and anger due to excitement with a hint of frustration.
MSP-PODCAST_3221_0031.wav,0.5,0,0,0,0,0,0.25,0.25,"Increased anger due to concern, with some surprise and happiness."
MSP-PODCAST_3221_0048.wav,0.8,0,0,0.2,0,0,0,0,Increased anger due to annoyance.
MSP-PODCAST_0173_0231.wav,0.1,0,0.2,0.1,0,0.1,0.1,0.4,Increased happiness due to excitement; reduced anger and disgust.
MSP-PODCAST_0173_0281.wav,0.05,0,0.05,0.05,0,0.05,0.2,0.6,Increased happiness for clear excitement; adjusted surprise and neutral.
MSP-PODCAST_0173_0315.wav,0.2,0,0.1,0.1,0,0.1,0.1,0.4,Increased happiness and anger for mixed emotions; reduced contempt.
MSP-PODCAST_0173_0336.wav,0.1,0,0,0,0,0.2,0.1,0.6,Increased happiness for excitement; adjusted neutral for balance.
MSP-PODCAST_0173_0399.wav,0,0,0,0,0,0.2,0.4,0.4,Increased surprise and happiness for amused; reduced neutral slightly.
MSP-PODCAST_0173_0409.wav,0.1,0,0.1,0.1,0,0.4,0.2,0.1,Increased neutral for balance; adjusted surprise and reduced happy.
MSP-PODCAST_0173_0413.wav,0,0,0,0.05,0,0.25,0.15,0.55,Increased happiness for passion; adjusted neutral and surprise.
MSP-PODCAST_0173_0416.wav,0.1,0,0.1,0.2,0,0.2,0.1,0.3,Increased happiness for excitement; adjusted contempt and disgust.
MSP-PODCAST_0173_0428.wav,0.1,0,0,0,0,0.2,0.1,0.6,Increased happiness for excitement; adjusted neutral for balance.
MSP-PODCAST_0173_0502.wav,0,0,0.05,0.15,0,0.1,0.2,0.5,Increased happiness for amusement; adjusted contempt and surprise.
MSP-PODCAST_0173_0535.wav,0,0,0.05,0.05,0.05,0.05,0,0.8,Increased happiness for sarcasm; reduced fear and disgust.
MSP-PODCAST_0173_0567.wav,0,0,0,0,0,0,0,1,No change needed; perfectly matches excitement.
MSP-PODCAST_0173_0589.wav,0,0,0,0.2,0,0.7,0.1,0,Increased neutral for confusion; adjusted contempt for uncertainty.
MSP-PODCAST_0173_0724.wav,0,0,0,0.05,0,0.05,0.2,0.7,Increased happiness for amusement; adjusted surprise and neutral.
MSP-PODCAST_0173_0728.wav,0,0,0,0,0,0,0,1,No change needed; confidence aligns with happiness.
MSP-PODCAST_0173_0734.wav,0,0,0,0.15,0,0.1,0,0.75,Increased happiness for concern; adjusted contempt for slight worry.
MSP-PODCAST_0173_0842.wav,0.05,0.05,0,0.2,0,0.1,0.1,0.5,Increased happiness for passion; adjusted contempt and surprise.
MSP-PODCAST_0173_0856.wav,0,0,0,0,0.2,0.05,0.45,0.3,Increased surprise for passion; reduced fear for positive focus.
MSP-PODCAST_0173_0907.wav,0.1,0,0.2,0.1,0,0.1,0.2,0.3,Increased happiness and surprise for resignation; adjusted disgust.
MSP-PODCAST_0173_0921.wav,0,0,0,0.05,0,0.35,0.2,0.4,Increased happiness for passion; adjusted neutral and surprise.
MSP-PODCAST_0173_0923.wav,0,0,0.05,0,0,0.2,0.25,0.5,Increased happiness for confusion; adjusted surprise and neutral.
MSP-PODCAST_0173_0943.wav,0,0,0.05,0,0,0.15,0.2,0.6,Increased happiness for excitement; adjusted surprise and neutral.
MSP-PODCAST_0173_0974.wav,0.2,0.05,0,0.2,0,0.05,0.1,0.4,Increased happiness for passion; adjusted anger and contempt.
MSP-PODCAST_0173_0980.wav,0,0,0.2,0.3,0,0.1,0.2,0.2,Increased disgust and contempt for excitement; reduced happy.
MSP-PODCAST_0173_0983.wav,0.05,0,0,0,0,0.1,0.05,0.8,Increased happiness for excitement; adjusted neutral for balance.
MSP-PODCAST_0173_1043.wav,0.2,0,0,0.5,0,0,0,0.3,Increased contempt for annoyance; reduced happy for balance.
MSP-PODCAST_0173_1054.wav,0.1,0,0,0.2,0,0.3,0,0.4,Increased happiness for excitement; adjusted contempt and neutral.
MSP-PODCAST_0173_1068.wav,0.1,0,0,0.1,0,0.2,0.3,0.3,Increased surprise for confusion; adjusted happy and neutral.
MSP-PODCAST_0173_1080.wav,0.1,0,0,0,0,0.2,0,0.7,Increased happiness for passion; adjusted neutral for balance.
MSP-PODCAST_0173_1088.wav,0.05,0.05,0,0,0,0.2,0.2,0.5,Increased happiness for excitement; adjusted surprise and neutral.
MSP-PODCAST_3222_0014.wav,0,0,0,0,0,0.3,0.1,0.6,"Increased neutral due to the calm nature of being impressed, slightly increased happy."
MSP-PODCAST_3222_0119.wav,0,0.3,0,0,0,0.4,0.15,0.15,"Increased sad and neutral due to the concern, decreased surprise and happy."
MSP-PODCAST_3222_0358_0000.wav,0.15,0.55,0,0,0,0.3,0,0,"Increased sad due to concern, slightly increased angry and neutral."
MSP-PODCAST_3222_0402.wav,0.2,0.3,0,0.2,0,0.3,0,0,"Increased angry and neutral due to concern, maintained contempt."
MSP-PODCAST_3222_0763.wav,0,0.1,0,0,0,0.45,0,0.45,"Increased neutral and happy due to thankfulness, decreased sad."
MSP-PODCAST_3225_0011.wav,0,0.2,0,0,0,0.3,0,0.5,"Increased sad due to concern, increased happy slightly."
MSP-PODCAST_3225_0125.wav,0,0,0,0,0,0.7,0,0.3,"Increased neutral due to double concern, decreased happy."
MSP-PODCAST_3225_0417.wav,0,0.55,0,0,0,0.2,0,0.25,"Increased sad due to concern, decreased neutral and happy."
MSP-PODCAST_3225_1065.wav,0,0.6,0,0,0,0.4,0,0,"Increased sad due to disappointment, increased neutral."
MSP-PODCAST_3225_1118.wav,0,0,0,0,0,0.8,0,0.2,"Increased neutral due to high initial value, decreased happy."
MSP-PODCAST_3225_1122.wav,0.2,0.2,0,0.2,0,0.2,0,0.2,"Increased angry and contempt due to curiosity's potential frustration, decreased neutral."
MSP-PODCAST_3225_1256.wav,0,0,0,0.2,0,0.3,0.2,0.3,"Increased contempt due to potential misunderstanding, adjusted surprise and happy."
MSP-PODCAST_3225_1330.wav,0,0,0,0.2,0.2,0.3,0,0.3,"Increased fear due to potential worry, decreased surprise."
MSP-PODCAST_3225_1457.wav,0,0.3,0.2,0,0,0.5,0,0,"Increased sad and disgust due to disappointment, maintained neutral."
MSP-PODCAST_3225_1498.wav,0.2,0.2,0,0,0,0.6,0,0,"Increased angry due to frustration, increased neutral due to curiosity."
MSP-PODCAST_3227_0255.wav,0.5,0.5,0,0,0,0,0,0,"Maintained high levels of angry and sad due to frustration, no changes needed."
MSP-PODCAST_3227_0359.wav,0.55,0,0,0.2,0,0.25,0,0,"Increased angry due to annoyance, slightly decreased neutral."
MSP-PODCAST_3228_0033.wav,0,0,0,0.6,0,0,0.4,0,"Increased contempt due to potential judgment, increased surprise."
MSP-PODCAST_3228_0080.wav,0,0,0,0,0,0.5,0,0.5,"Increased happy due to interest, maintained neutral."
MSP-PODCAST_3228_0102.wav,0.2,0.3,0,0,0,0.5,0,0,"Increased angry due to slight agitation, increased neutral due to concern."
MSP-PODCAST_3228_0118.wav,0,0,0,0,0,0.6,0.2,0.2,"Increased neutral due to concern, adjusted surprise and happy."
MSP-PODCAST_3228_0203.wav,0,0,0,0.2,0,0.55,0,0.25,"Increased contempt slightly, increased neutral, decreased happy."
MSP-PODCAST_3228_0260.wav,0,0,0,0.15,0,0.25,0,0.6,"Increased happy due to gratitude, slightly increased contempt for determination."
MSP-PODCAST_3228_0500.wav,0,0.2,0,0,0,0.55,0,0.25,"Increased sad due to concern, increased neutral, slightly decreased happy."
MSP-PODCAST_3228_0609.wav,0,0.3,0,0,0,0.7,0,0,"Increased sad due to disappointment, increased neutral."
MSP-PODCAST_3228_0840.wav,0,0,0,0.25,0,0.75,0,0,"Increased contempt slightly due to potential judgment, increased neutral."
MSP-PODCAST_3228_0876.wav,0,0.3,0,0.3,0,0.4,0,0,"Increased sad due to concern, increased contempt due to annoyance."
MSP-PODCAST_3228_0955.wav,0.2,0,0,0,0,0.3,0.25,0.25,"Increased angry due to potential frustration, adjusted surprise and happy."
MSP-PODCAST_3228_1016.wav,0.2,0,0,0.2,0,0.1,0.25,0.25,"Increased angry and contempt due to potential frustration, adjusted surprise and happy."
MSP-PODCAST_3228_1018.wav,0.2,0,0,0,0,0.55,0,0.25,"Increased angry due to potential frustration, increased neutral, decreased happy."
MSP-PODCAST_3230_0114.wav,0.3,0.2,0.1,0.1,0,0.3,0,0,"Increased anger due to annoyance, decreased neutrality for emotional clarity."
MSP-PODCAST_3230_0128.wav,0.55,0,0.2,0.05,0,0.2,0,0,"Increased anger to reflect frustration, decreased neutrality and disgust adjusted."
MSP-PODCAST_3230_0142.wav,0.55,0.2,0.05,0.1,0,0.1,0,0,"Increased anger for concern, decreased neutrality for emotional presence."
MSP-PODCAST_3230_0151.wav,0.2,0.55,0.05,0.1,0,0.1,0,0,"Increased sadness to reflect disappointment, adjusted neutrality and contempt."
MSP-PODCAST_3230_0152.wav,0.55,0.05,0.2,0.1,0,0.1,0,0,"Increased anger for disappointment, adjusted disgust and contempt."
MSP-PODCAST_3230_0168.wav,0.55,0.05,0.2,0.1,0,0.1,0,0,"Increased anger for concern, adjusted disgust and contempt."
MSP-PODCAST_3231_0026.wav,0,0,0,0,0,0,0,1,"No change needed, happiness accurately reflects the positive emotion."
MSP-PODCAST_3231_0074.wav,0.2,0,0,0.2,0,0.3,0.15,0.15,"Adjusted for a more nuanced emotional response, including some neutrality."
MSP-PODCAST_3231_0108.wav,0,0,0,0.1,0,0.15,0,0.75,Decreased happiness slightly for more balanced emotional distribution.
MSP-PODCAST_3231_0196.wav,0.1,0,0,0,0,0.3,0.3,0.3,"Adjusted to reflect a mix of amusement, intrigue, and interest more accurately."
MSP-PODCAST_3231_0238.wav,0,0,0,0,0,0.5,0.25,0.25,"No change needed, reflects a balanced state of concern with potential positive outcome."
MSP-PODCAST_3231_0333.wav,0,0,0,0.2,0,0.2,0.3,0.3,Adjusted contempt for a more nuanced view of curiosity and concern.
MSP-PODCAST_3231_0339.wav,0,0,0,0.15,0,0.85,0,0,"Increased neutrality to reflect a calm state of concern, decreased contempt."
MSP-PODCAST_3231_0343.wav,0,0.5,0,0,0.25,0.25,0,0,"Increased sadness and fear to reflect concern, decreased neutrality."
MSP-PODCAST_3231_0408.wav,0.25,0.25,0,0.25,0,0,0,0.25,Adjusted to reflect a balanced emotional state with a mix of concern and happiness.
MSP-PODCAST_3231_0412.wav,0,0,0,0,0,0.333333333,0.666666667,0,"Increased surprise to reflect unexpected concern, decreased neutrality."
MSP-PODCAST_3231_0414.wav,0.2,0.2,0,0.15,0,0,0,0.45,"Increased happiness to reflect excitement, adjusted anger and sadness."
MSP-PODCAST_3231_0431.wav,0.2,0,0,0,0,0,0,0.8,Increased happiness to reflect confusion's potential for positive resolution.
MSP-PODCAST_3231_0504.wav,0.1,0,0,0.1,0,0.5,0,0.3,Increased neutrality and happiness to reflect curiosity's open and positive nature.
MSP-PODCAST_3231_0525.wav,0,0,0,0,0,0.666666667,0,0.333333333,"Increased neutrality to reflect a calm curiosity, decreased happiness slightly."
MSP-PODCAST_3231_0703.wav,0,0,0,0,0,0.5,0.25,0.25,"No change needed, accurately reflects a balanced emotional state of concern."
MSP-PODCAST_3231_0710.wav,0,0,0,0,0,0.333333333,0,0.666666667,"Increased happiness to reflect interest, decreased neutrality for clarity."
MSP-PODCAST_3231_0784.wav,0,0,0,0,0,0.4,0.4,0.2,"No change needed, accurately reflects intrigue's mix of surprise and interest."
MSP-PODCAST_3231_0831.wav,0.55,0,0.05,0.2,0,0,0.2,0,"Increased anger to reflect frustration, adjusted surprise and contempt."
MSP-PODCAST_3231_0917_0009.wav,0,0,0,0,0,1,0,0,"No change needed, accurately reflects a purely neutral state of concern."
MSP-PODCAST_3231_0983.wav,0,0,0,0.1,0,0.15,0,0.75,"Increased happiness to reflect amusement, decreased neutrality for clarity."
MSP-PODCAST_3231_1011.wav,0,0,0,0,0,0.25,0.25,0.5,"Increased happiness to reflect positive outcome of concern, adjusted neutrality."
MSP-PODCAST_3231_1186.wav,0,0,0,0,0,0.5,0.25,0.25,"No change needed, accurately reflects a balanced emotional state of concern."
MSP-PODCAST_3231_1206.wav,0,0,0,0,0,0,0.333333333,0.666666667,"Increased happiness to reflect positive anticipation, decreased surprise for balance."
MSP-PODCAST_3231_1649.wav,0,0,0,0,0,0.25,0,0.75,"Increased happiness to reflect pride, decreased neutrality for emotional clarity."
MSP-PODCAST_3231_1778.wav,0,0,0,0,0,0,0,1,"Gratefulness directly aligns with happiness, no adjustment needed."
MSP-PODCAST_3231_1929.wav,0,0,0,0,0.2,0.4,0.2,0.2,"Confusion suggests uncertainty, reducing neutrality; amusement adds happiness."
MSP-PODCAST_3231_2106.wav,0,0,0,0,0,0,0,1,"Gratefulness is a clear indicator of happiness, no change needed."
MSP-PODCAST_3232_0182.wav,0.3,0,0,0,0,0.2,0.2,0.3,"Increased annoyance due to its direct mention, reducing other emotions slightly."
MSP-PODCAST_3232_0312.wav,0.2,0.4,0,0,0,0.4,0,0,"Increased sadness due to disappointment, reducing neutrality."
MSP-PODCAST_3232_0383.wav,0.6,0,0,0.4,0,0,0,0,"Increased concern and contempt due to the context, reducing other emotions."
MSP-PODCAST_3233_0122.wav,0.2,0.2,0,0,0,0.6,0,0,"Confidence suggests a positive state, increasing neutrality."
MSP-PODCAST_3233_0577.wav,0,0.3,0,0,0,0.4,0,0.3,"Increased concern and happiness, reducing neutrality slightly."
