,angry,frustrated,disappointed,sad,fear,neutral,surprise,excited,happy,relax,joy,EmoAct,EmoVal,SpkrID,Gender,Split_Set
sad_01_A_026.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.0,1,Female,Test
sad_14_A_027.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.6,27,Female,Train
neutral_15_B_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,30,Female,Train
angry_02_B_055.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,2.666666667,4,Male,Test
happy_12_A_040.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.4,4.4,23,Female,Train
angry_10_B_006.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,1.6,20,Female,Train
angry_20_A_030.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.6,1.8,39,Male,Development
sad_13_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.6,25,Female,Train
surprise_04_A_029.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.8,7,Male,Test
surprise_22_A_026.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.6,3.4,8,Male,Test
surprise_14_B_038.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,28,Female,Train
frustration_12_A_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.833333333,23,Female,Train
frustration_01_A_004.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.833333333,2.0,1,Female,Test
surprise_10_B_029.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,4.0,1.6,20,Female,Train
sad_05_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.4,1.6,9,Female,Train
surprise_10_B_040.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,2.6,2.0,20,Female,Train
frustration_09_B_024.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,1.666666667,18,Female,Train
neutral_03_A_018.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.666666667,5,Male,Test
surprise_04_A_046.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.4,7,Male,Test
frustration_14_A_004.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.8,27,Female,Train
frustration_22_B_027.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,2.833333333,43,Female,Test
frustration_09_A_033.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,1.833333333,17,Female,Train
happy_01_B_002.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,2,Male,Test
sad_10_A_025.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.4,19,Male,Train
sad_12_A_034.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.2,1.8,23,Female,Train
surprise_16_B_043.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,32,Female,Train
happy_12_A_031.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.4,4.2,23,Female,Train
sad_14_A_055.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,27,Female,Train
surprise_12_B_143.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,4.0,3.4,24,Female,Train
frustration_17_A_052.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.4,2.0,33,Male,Development
surprise_10_B_033.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,4.0,2.0,20,Female,Train
angry_14_A_020.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.8,1.0,27,Female,Train
sad_03_A_030.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.833333333,1.0,5,Male,Test
neutral_11_A_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,21,Female,Train
sad_17_A_019.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.5,2.0,33,Male,Development
neutral_14_A_058.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,27,Female,Train
frustration_13_A_075.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.25,3.0,25,Female,Train
sad_14_A_030.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,27,Female,Train
happy_16_A_043.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.0,3.0,31,Male,Train
neutral_05_B_018.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.0,2.0,10,Male,Train
angry_05_A_007.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.0,9,Female,Train
surprise_01_A_032.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.833333333,3.5,1,Female,Test
surprise_04_B_022.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,2.6,8,Male,Test
surprise_09_A_020.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.5,1.25,17,Female,Train
neutral_08_B_020.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.0,16,Male,Train
sad_14_B_009.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.4,1.6,28,Female,Train
frustration_22_A_039.wav,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.333333333,2.0,8,Male,Test
neutral_21_B_021.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,2.8,42,Female,Development
neutral_08_B_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.2,16,Male,Train
surprise_12_B_127.wav,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,2.4,24,Female,Train
happy_16_B_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,3.0,32,Female,Train
neutral_20_A_021.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.2,39,Male,Development
surprise_13_B_033.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,2.6,2.2,26,Female,Train
angry_15_A_042.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.2,29,Male,Train
surprise_10_B_056.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,4.6,1.8,20,Female,Train
neutral_07_B_053.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,14,Male,Train
frustration_03_A_040.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.833333333,1.5,5,Male,Test
neutral_20_B_022.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,40,Male,Development
sad_13_B_016.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.4,4.2,26,Female,Train
frustration_01_A_008.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,1.833333333,1,Female,Test
angry_05_B_048.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.4,1.2,10,Male,Train
neutral_16_B_017.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,1.8,3.0,32,Female,Train
angry_19_A_023.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.4,1.8,37,Male,Development
neutral_21_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,42,Female,Development
happy_18_A_055.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.6,4.8,35,Female,Development
sad_17_A_037.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.2,2.6,33,Male,Development
sad_13_B_048.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,2.2,26,Female,Train
neutral_09_A_027.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.4,17,Female,Train
neutral_10_A_014.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.0,19,Male,Train
surprise_14_B_040.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,2.6,3.8,28,Female,Train
neutral_08_A_008.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.0,15,Female,Train
surprise_05_A_049.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.2,9,Female,Train
surprise_01_B_013.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.833333333,3.166666667,2,Male,Test
neutral_06_B_053.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.6,12,Male,Train
sad_20_A_035.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.4,1.8,39,Male,Development
sad_12_B_036.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.8,24,Female,Train
angry_11_B_037.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,1.2,22,Female,Train
sad_17_B_010.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.2,2.8,34,Male,Development
happy_10_B_005.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,4.25,20,Female,Train
neutral_07_A_059.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.6,13,Female,Train
angry_10_B_030.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.2,1.2,20,Female,Train
neutral_03_A_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,5,Male,Test
neutral_05_A_036.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.4,4.2,9,Female,Train
happy_16_B_040.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.4,3.4,32,Female,Train
neutral_20_B_005.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,40,Male,Development
surprise_12_A_036.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.2,3.8,23,Female,Train
sad_14_A_054.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,27,Female,Train
neutral_15_A_006.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.2,2.2,29,Male,Train
frustration_10_B_031.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.5,20,Female,Train
surprise_09_B_038.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,1.6,18,Female,Train
angry_02_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.166666667,3.333333333,3,Female,Test
neutral_08_A_050.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.6,2.8,15,Female,Train
happy_19_A_032.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.8,3.4,37,Male,Development
angry_04_B_027.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.2,8,Male,Test
frustration_22_B_020.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,2.5,43,Female,Test
happy_02_B_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,4,Male,Test
frustration_13_A_040.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.5,3.0,25,Female,Train
frustration_18_B_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.833333333,2.166666667,36,Female,Development
angry_11_B_009.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,2.0,22,Female,Train
sad_15_B_026.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.2,1.4,30,Female,Train
happy_05_A_040.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.4,2.8,9,Female,Train
surprise_07_B_028.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,2.8,14,Male,Train
frustration_17_A_024.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.4,33,Male,Development
frustration_04_B_028.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,8,Male,Test
angry_02_B_006.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.666666667,3.5,4,Male,Test
angry_20_A_016.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,2.6,2.4,39,Male,Development
happy_05_A_002.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,3.8,9,Female,Train
sad_07_A_016.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,3.2,2.2,13,Female,Train
sad_13_A_069.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.4,25,Female,Train
neutral_14_A_068.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.4,2.6,27,Female,Train
neutral_09_A_010.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,17,Female,Train
surprise_17_A_028.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,33,Male,Development
surprise_12_B_145.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.4,4.0,24,Female,Train
angry_11_A_052.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.75,1.75,21,Female,Train
neutral_20_A_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.8,39,Male,Development
surprise_12_A_021.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.4,23,Female,Train
angry_20_A_012.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,3.8,39,Male,Development
sad_19_B_004.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.6,1.8,38,Male,Development
sad_20_B_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,40,Male,Development
neutral_06_B_031.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.8,12,Male,Train
angry_16_A_036.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.6,1.4,31,Male,Train
sad_09_B_045.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.0,1.2,18,Female,Train
neutral_11_A_011.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,21,Female,Train
sad_09_A_030.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,1.8,17,Female,Train
happy_02_A_046.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.666666667,2.5,3,Female,Test
sad_17_A_006.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,33,Male,Development
sad_01_B_010.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.333333333,1.833333333,2,Male,Test
sad_15_B_014.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.0,1.4,30,Female,Train
surprise_12_A_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.2,23,Female,Train
frustration_19_B_007.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.166666667,2.166666667,38,Male,Development
surprise_05_B_020.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,10,Male,Train
sad_20_A_053.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,1.8,39,Male,Development
sad_01_A_009.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.833333333,1.5,1,Female,Test
sad_04_A_013.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.6,7,Male,Test
happy_01_B_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,2,Male,Test
happy_19_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,3.8,38,Male,Development
happy_02_B_051.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.833333333,4,Male,Test
neutral_02_B_045.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,2.666666667,4,Male,Test
frustration_16_A_027.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.666666667,2.0,31,Male,Train
sad_18_B_043.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.6,36,Female,Development
frustration_09_B_018.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,1.833333333,18,Female,Train
angry_08_B_021.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,2.0,16,Male,Train
neutral_06_B_026.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,2.4,12,Male,Train
frustration_15_B_004.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.333333333,1.833333333,30,Female,Train
frustration_22_A_057.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,2.333333333,8,Male,Test
neutral_09_B_066.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.25,3.25,18,Female,Train
happy_17_A_019.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.0,4.2,33,Male,Development
angry_16_B_021.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.6,1.4,32,Female,Train
neutral_20_B_049.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,40,Male,Development
neutral_11_B_047.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,22,Female,Train
sad_17_B_038.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,34,Male,Development
neutral_09_B_012.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,18,Female,Train
sad_18_A_001.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,35,Female,Development
sad_20_B_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,40,Male,Development
neutral_03_A_016.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.666666667,5,Male,Test
sad_09_B_018.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.4,1.4,18,Female,Train
surprise_08_B_039.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,16,Male,Train
surprise_12_A_118.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,23,Female,Train
happy_17_B_042.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.0,4.25,34,Male,Development
sad_20_A_046.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.2,2.0,39,Male,Development
surprise_05_B_046.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,10,Male,Train
sad_17_B_071.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.8,3.0,34,Male,Development
angry_14_A_028.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.0,27,Female,Train
angry_02_A_085.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.833333333,1.166666667,3,Female,Test
frustration_22_A_062.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,2.5,8,Male,Test
surprise_14_A_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,27,Female,Train
sad_15_B_029.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.333333333,1.333333333,30,Female,Train
surprise_12_A_063.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.2,23,Female,Train
surprise_04_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,8,Male,Test
sad_13_B_042.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,2.6,26,Female,Train
happy_05_A_023.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.8,4.6,9,Female,Train
surprise_14_B_017.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.4,28,Female,Train
surprise_17_B_037.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.5,34,Male,Development
sad_18_B_014.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,36,Female,Development
frustration_10_B_024.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.2,2.0,20,Female,Train
frustration_05_B_054.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.2,10,Male,Train
sad_21_A_017.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.4,1.2,41,Female,Development
sad_14_A_040.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.6,27,Female,Train
neutral_20_B_026.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.2,40,Male,Development
neutral_02_B_026.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,1.333333333,2.833333333,4,Male,Test
angry_08_B_003.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.0,2.0,16,Male,Train
frustration_17_B_004.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.833333333,3.0,34,Male,Development
frustration_13_B_073.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,26,Female,Train
neutral_10_A_005.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.2,19,Male,Train
frustration_17_B_050.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.8,2.0,34,Male,Development
angry_05_A_021.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.0,9,Female,Train
angry_17_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.0,3.0,34,Male,Development
happy_12_B_070.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.0,24,Female,Train
surprise_08_A_013.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,1.6,3.0,15,Female,Train
happy_19_A_006.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,37,Male,Development
