,angry,sad,disgust,fear,neutral,happy,SpkrID,Gender,Split_Set
1062_ITS_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1056_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1065_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1084_IEO_SAD_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1047_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1047,Female,Train
1081_IEO_HAP_HI.wav,0.01,0.01,0.01,0.01,0.01,0.95,1081,Male,Train
1041_MTI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1090_IEO_FEA_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1068_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1045_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1057_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1081_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1042_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1042,Male,Train
1066_MTI_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1039_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1048_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1048,Male,Train
1090_ITS_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1063_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1063,Female,Train
1087_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1069_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1054_IWW_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1054,Female,Train
1072_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1072,Female,Train
1075_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1078_ITH_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1078,Female,Train
1060_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1060,Female,Train
1090_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1090,Male,Train
1042_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1051_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1051,Male,Train
1087_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1081_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1078_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1078,Female,Train
1045_IEO_HAP_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1054_IEO_FEA_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1054,Female,Train
1075_IWW_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1084_MTI_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1043_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1055_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1049_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1049,Female,Train
1052_IWL_ANG_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1052,Female,Train
1067_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1037_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1076_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1076,Female,Train
1082_WSI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1058_ITH_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1058,Female,Train
1061_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1086_IEO_HAP_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1086,Male,Train
1070_ITS_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1073_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1064_DFA_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1064,Male,Train
1046_MTI_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1078_DFA_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1078,Female,Train
1042_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1042,Male,Train
1075_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1045_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1060_MTI_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1048_IWW_ANG_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1048,Male,Train
1051_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1039_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1069_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1087_TSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1057_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1063_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1063,Female,Train
1066_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1066,Male,Train
1054_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1054,Female,Train
1041_TIE_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1077_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1065_MTI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1047_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1047,Female,Train
1083_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1044_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1044,Male,Train
1080_DFA_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1080,Male,Train
1074_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1089_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1089,Female,Train
1038_TIE_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1038,Male,Train
1068_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1074_DFA_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1074,Female,Train
1053_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1053,Female,Train
1065_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1086_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1086,Male,Train
1056_MTI_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1083_TSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1050_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1050,Male,Train
1047_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1047,Female,Train
1082_WSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1037_IWW_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1037,Female,Train
1067_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1040_IWW_DIS_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1040,Male,Train
1058_IWL_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1058,Female,Train
1079_TSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1079,Female,Train
1085_WSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1085,Male,Train
1070_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1046_TAI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1076_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1061_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1043_TAI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1055_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1073_ITS_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1089_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1089,Female,Train
1074_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1065_TAI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1080_ITH_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1080,Male,Train
1050_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1050,Male,Train
1041_IEO_DIS_HI.wav,0.01,0.01,0.95,0.01,0.01,0.01,1041,Male,Train
1056_IWW_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1086_DFA_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1086,Male,Train
1077_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1083_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1089_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1089,Female,Train
1068_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1091_ITS_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1091,Female,Train
1052_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1052,Female,Train
1070_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1064_TAI_FEA_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1064,Male,Train
1043_TIE_HAP_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1043,Female,Train
1067_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1085_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1061_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1088_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1055_IWW_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1046_TIE_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1058_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1058,Female,Train
1053_IEO_DIS_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1053,Female,Train
1071_IWW_DIS_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1071,Male,Train
1038_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1038,Male,Train
1074_TAI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1077_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1089_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1089,Female,Train
1065_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1083_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1086_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1086,Male,Train
1080_MTI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1080,Male,Train
1050_IEO_FEA_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1050,Male,Train
1047_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1047,Female,Train
1061_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1082_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1055_TIE_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1055,Female,Train
1085_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1037_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1073_TAI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1088_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1040_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1046_IEO_FEA_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1049_IEO_DIS_MD.wav,0.01,0.01,0.01,0.01,0.01,0.95,1049,Female,Train
1051_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1039_MTI_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1039,Male,Train
1057_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1091_IEO_FEA_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1091,Female,Train
1082_IEO_HAP_HI.wav,0.01,0.01,0.01,0.01,0.01,0.95,1082,Female,Train
1066_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1075_WSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1085_IEO_SAD_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1088_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1088,Male,Train
1045_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1048_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1063_ITS_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1063,Female,Train
1079_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1060_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1068_ITS_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1044_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1044,Male,Train
1056_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1074_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1080_WSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1080,Male,Train
1071_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1071,Male,Train
1053_IWL_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1053,Female,Train
1065_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1084_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1077_WSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1062_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1090_IEO_SAD_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1079_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1079,Female,Train
1057_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1045_ITH_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1039_IWL_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1039,Male,Train
1066_WSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1048_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1042_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1076_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1085_IEO_DIS_HI.wav,0.01,0.01,0.95,0.01,0.01,0.01,1085,Male,Train
1088_TIE_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1073_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1055_WSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1043_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1080_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1080,Male,Train
1071_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1071,Male,Train
1052_TSI_ANG_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1052,Female,Train
1049_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1049,Female,Train
1037_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1058_WSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1058,Female,Train
1046_ITS_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1074_IEO_FEA_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1074,Female,Train
1040_DFA_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1083_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1077_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1062_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1065_IEO_HAP_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
1068_IEO_SAD_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1068,Male,Train
1053_IEO_DIS_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1053,Female,Train
1037_WSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1037,Female,Train
1080_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1080,Male,Train
1089_IWL_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1089,Female,Train
1041_IEO_HAP_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1047_IEO_ANG_LO.wav,0.95,0.01,0.01,0.01,0.01,0.01,1047,Female,Train
1086_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1086,Male,Train
1062_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1056_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1065_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1065,Male,Train
1074_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1068_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1083_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1059_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1059,Male,Train
1042_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1054_TAI_DIS_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1054,Female,Train
1084_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1075_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1066_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1069_ITH_SAD_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1069,Male,Train
1051_TAI_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1051,Male,Train
1060_MTI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1078_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1078,Female,Train
1048_IWW_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1057_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1039_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1070_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1067_IWL_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1040_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1046_IWW_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1079_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1076_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1073_ITH_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1064_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1064,Male,Train
1043_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1061_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1088_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1091_TSI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1055_TAI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1055,Female,Train
1052_TAI_HAP_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1052,Female,Train
1058_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1058,Female,Train
1053_TIE_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1053,Female,Train
1068_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1068,Male,Train
1047_IEO_FEA_MD.wav,0.01,0.01,0.01,0.95,0.01,0.01,1047,Female,Train
1050_IEO_DIS_MD.wav,0.01,0.01,0.95,0.01,0.01,0.01,1050,Male,Train
1071_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1071,Male,Train
1086_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1086,Male,Train
1059_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1059,Male,Train
1044_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1044,Male,Train
1065_IWW_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1065,Male,Train
1077_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1089_ITH_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1089,Female,Train
1062_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1062_ITS_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1056_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1041_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1047_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1047,Female,Train
1078_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.01,0.95,1078,Female,Train
1090_IEO_DIS_MD.wav,0.01,0.01,0.95,0.01,0.01,0.01,1090,Male,Train
1071_WSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1071,Male,Train
1087_IEO_FEA_MD.wav,0.01,0.01,0.01,0.95,0.01,0.01,1087,Male,Train
1068_TSI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1081_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1042_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1066_TSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1063_ITS_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1063,Female,Train
1075_WSI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1085_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1085,Male,Train
1051_ITH_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1054_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1054,Female,Train
1088_IEO_FEA_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1057_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1039_MTI_FEA_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1039,Male,Train
1060_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1079_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.01,0.95,1079,Female,Train
1082_IEO_SAD_MD.wav,0.01,0.95,0.01,0.01,0.01,0.01,1082,Female,Train
1045_IWL_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1048_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1069_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1069,Male,Train
1072_WSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1072,Female,Train
1056_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1056,Female,Train
1050_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1050,Male,Train
1065_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1065,Male,Train
